Objra,Objdec,mangaid,plateifu
7.51852,55.36806,      27-769 ,  8034-12701 
58.327201,25.442201,  7-24971094 ,  8780-12701 
242.8346,51.413142, 3-156831865 ,  9011-12701 
87.078367,-0.40526447,  3-44607059 ,  8892-12701 
335.3546,48.776045,  7-22125210 ,  9466-12701 
135.411717453,27.6674530335,    1-386272 ,  8987-12701 
288.02178,41.285832,   3-8105959 , 10012-12701 
203.78530921,42.647202515,    1-250638 ,  8331-12701 
54.3895928174,0.144233407811,     1-38770 ,  8156-12701 
177.40816,19.010244,   7-8393854 ,  9019-12701 
165.1554,10.365826,   7-7806641 ,  9672-12701 
178.10998,18.635829,   7-8282324 ,  8802-12701 
290.1385,37.836674,  3-11903469 ,  8630-12701 
241.94229,24.037191,  7-12936584 ,  8970-12701 
314.13124,34.897587,  3-47712357 ,  8688-12701 
295.59979,42.738129,  7-18208249 ,  9130-12701 
65.066132,17.739762,  7-25766973 ,  8777-12701 
151.191285745,44.7057800061,    1-167167 ,  8456-12701 
118.5709466,38.220893904,     1-71950 ,  9181-12701 
111.10794,38.945215,    1-584473 ,  8131-12701 
208.48871,32.640282,  7-10350676 ,  9725-12701 
254.43817,-21.505406, 3-125307389 ,  8558-12701 
133.371090612,57.5984251446,     1-48157 , 10001-12701 
174.392849038,54.8532802408,    1-188110 ,  8995-12701 
46.983616,47.532758,  7-24206998 ,  8808-12701 
247.630905644,41.0941029331,    1-135536 ,  9869-12701 
81.479308,-1.9038159,  3-55496762 ,  9477-12701 
116.930322338,41.386379358,     1-43654 ,  8140-12701 
329.2921,54.458175,  3-38052048 ,  8690-12701 
292.81867,47.893298,  7-17695798 ,  8670-12701 
328.55522,54.011825,  3-38050135 ,  8693-12701 
192.269935204,43.8331684391,    1-259185 ,  8317-12701 
246.561043903,46.3708377365,    1-569042 ,  8484-12701 
2.6717742,84.629504,    7-125963 ,  9084-12701 
25.305107,-19.572557, 3-105919958 ,  8660-12701 
238.948509456,44.668543326,    1-209823 ,  9031-12701 
241.341763012,42.4883122721,    1-210173 ,  8979-12701 
143.65579,54.165674, 3-151313283 ,  8911-12701 
221.975381891,46.5149290944,    1-321655 ,  9033-12701 
141.89735,48.051052, 3-149567582 ,  9775-12701 
244.641620293,45.7426365079,    1-569034 ,  8548-12701 
351.89225,48.10055,      27-477 ,  7998-12701 
192.24812,42.61968,       4-822 ,  8098-12701 
177.42405,20.310277, 3-113012116 ,  8801-12701 
183.9349,32.071773,       14-27 ,  7444-12701 
138.3939,23.248548,   7-5202063 ,  8926-12701 
155.551392374,46.8938752615,    1-167678 ,  8452-12701 
272.68571,-4.7989107,  3-51523852 ,  9115-12701 
287.99025,-2.5575879,  3-70933063 ,  9117-12701 
87.320306,41.235187,  7-27243045 ,  8814-12701 
50.052447177,-0.540676700217,     1-38030 ,  8084-12701 
244.17776,51.58169, 3-157092332 ,  8967-12701 
312.72637,36.183038,  3-43756525 ,  8689-12701 
51.4099410274,-1.03012091708,     1-38368 ,  8085-12701 
115.717036562,22.1127304695,    1-163516 ,  8726-12701 
111.23055,1.909546,   7-2560666 ,  9529-12701 
140.50024,48.604807, 3-150190852 ,  9780-12701 
117.27419,28.61938,    1-604839 ,  8146-12701 
164.682536052,22.0113652519,    1-487185 ,  8448-12701 
170.182495688,53.7270639975,    1-187034 ,  9000-12701 
127.363994711,23.5070618068,    1-384507 ,  9502-12701 
189.032061007,46.6432899922,    1-282653 ,  8341-12701 
119.757477557,30.9760246615,    1-201874 ,  8938-12701 
117.953854063,46.1928605658,    1-548135 ,  8714-12701 
227.91387,1.242001,  7-11785977 ,  9017-12701 
224.941125343,49.5039283741,    1-246570 ,  9865-12701 
250.38578,-1.6095291, 3-140358082 ,  9009-12701 
241.67079,51.147468, 3-156577570 ,  8920-12701 
290.1385,37.836674,  3-11903469 ,  8631-12701 
151.309949901,46.6508890341,    1-147514 ,  8453-12701 
234.553977499,38.1741876812,    1-560834 ,  8315-12701 
245.726512153,41.5205767534,    1-210667 ,  8600-12701 
176.98634,0.49227002,     4-19845 ,  8270-12701 
225.1172,37.063188,  7-11773785 ,  9688-12701 
203.958189452,34.9989487463,    1-591917 ,  8445-12701 
48.8964560143,-1.01628610453,    1-604017 ,  8082-12701 
253.58289,10.639912, 3-148257311 ,  9859-12701 
288.22375,-3.0323092,  3-71932429 ,  9976-12701 
291.6252,1.578416,  7-17637940 ,  8694-12701 
113.472274826,37.025904577,    1-604761 ,  8135-12701 
99.334329,21.870928, 3-154955325 ,  8804-12701 
195.973168318,47.3864444591,    1-284428 ,  8465-12701 
84.789969,-1.949803,  3-51015848 ,  8896-12701 
291.59568,28.991509,  3-22411305 ,  9306-12701 
241.024946457,26.4021297486,    1-265639 ,  9088-12701 
288.7513,-28.02989, 3-100637315 ,  9099-12701 
33.0229,-5.6469326, 3-103628756 ,  8662-12701 
272.60844,-4.6532673,  3-51029427 ,  9112-12701 
190.51847,-3.605016, 3-109232315 ,  8917-12701 
247.048170623,39.8218982679,    1-569169 ,  8602-12701 
196.162791848,28.6289038434,    1-403703 ,  8934-12701 
3.699258,67.803222,    7-165335 ,  8701-12701 
116.732642218,44.2656992972,    1-338771 ,  8141-12701 
201.66218,27.03962,    1-457815 ,  8982-12701 
56.833408,68.114731,       51-30 ,  9674-12701 
132.42096,11.255974, 3-134735318 ,  8972-12701 
323.466394588,10.0718531123,    1-114121 ,  7975-12701 
186.394835447,45.4317366413,    1-258777 ,  8263-12701 
295.79405,49.153001,  7-18023876 ,  9021-12701 
125.402303304,45.5854761711,     1-73005 ,  8725-12701 
312.63636,62.861966,  7-19871752 ,  9263-12701 
203.635904637,36.0481238489,    1-418128 ,  8446-12701 
121.678266567,39.0902156651,    1-122088 ,  9486-12701 
64.273107,18.456513,  3-46287052 ,  8776-12701 
245.886475694,39.121095897,    1-210881 ,  8604-12701 
131.33776,10.99688,      4-3329 ,  8116-12701 
37.70315,27.327011,  7-23225363 ,  8807-12701 
66.73169,50.18356,     27-1162 ,  8040-12701 
239.60079,6.63048, 3-139681422 ,  8636-12701 
254.779362393,39.1340564197,     1-95990 ,  8612-12701 
122.144875082,37.1749904279,    1-121911 ,  9183-12701 
236.469969242,44.2632173071,    1-247727 ,  9035-12701 
317.979595193,11.3794496273,    1-113539 ,  8618-12701 
224.109494037,48.0097381254,    1-198373 ,  8597-12701 
175.402722248,51.8627179839,    1-150286 ,  8991-12701 
48.196618271,-1.02285447351,     1-37671 ,  8081-12701 
192.888619916,26.7698256527,    1-455661 ,  8931-12701 
203.830208122,26.424780837,    1-626658 ,  8983-12701 
165.06949,11.126738, 3-113701746 ,  9779-12701 
83.910414,15.716117,  3-21357432 ,  8805-12701 
133.06809411,50.627237501,     1-73667 ,  8244-12701 
144.46813253,35.7836866039,    1-301244 ,  8462-12701 
130.335246061,53.9386514555,     1-47305 ,  8724-12701 
206.709891359,42.6512883268,    1-250959 ,  8332-12701 
284.67449,-11.166705,  3-80094487 ,  9110-12701 
194.119122354,27.2912463845,    1-456376 ,  8932-12701 
202.903672542,22.2010078084,    1-568570 ,  8311-12701 
218.468780678,45.7611491471,    1-321290 ,  9868-12701 
272.49728,5.0057446,  3-33552645 ,  8971-12701 
281.70952,42.370533,  7-16616473 , 10009-12701 
231.100791672,30.2774060321,    1-632610 ,  9044-12701 
160.0038,24.790426, 3-124285177 ,  8959-12701 
247.6627,41.2105,    1-135072 ,  9029-12701 
270.42891,-9.3971722,     3-45326 ,  8637-12701 
186.446890985,45.9095701047,    1-258820 ,  8464-12701 
165.935105977,43.8577781252,    1-256190 ,  8258-12701 
40.4863736549,-1.03059236972,     1-36645 ,  8077-12701 
167.919038742,45.3504464404,    1-277987 ,  8466-12701 
205.548609157,22.2691540173,    1-519706 ,  8320-12701 
289.985,37.552854,  3-11901846 ,  9132-12701 
321.782,50.52432,      27-181 ,  7995-12701 
343.25897,59.247949,  3-43306333 ,  8699-12701 
225.059027441,46.4362390261,    1-198353 ,  9034-12701 
58.904764,23.76111,  3-45722898 ,  8781-12701 
142.38031,56.101709, 3-152399985 ,  9541-12701 
293.10027,46.374073,  7-17704611 ,  9304-12701 
253.94216,11.866371,  7-13790618 ,  9858-12701 
347.83212,41.71319,  7-22766330 ,  8687-12701 
165.33685,47.769157, 3-140380982 ,  9804-12701 
296.45868,46.291505,  7-18079441 ,  9022-12701 
235.787455704,42.1665491253,    1-569204 ,  9038-12701 
119.799041719,31.8078742908,    1-201913 ,  9184-12701 
121.700818354,53.1996150945,    1-379454 ,  8712-12701 
236.941512144,28.6416976104,    1-264513 ,  9041-12701 
322.253154429,0.182613494027,    1-180298 ,  8616-12701 
47.543518,48.600058,  7-24266232 ,  8681-12701 
199.13477,70.708474,   7-9456478 ,  9068-12701 
259.53604,56.641242, 3-160252999 ,  9072-12701 
162.04133,-3.779937,   7-7625375 ,  8961-12701 
173.345940122,49.0380427423,    1-174429 ,  8990-12701 
5.91189,55.90348,      27-750 ,  8000-12701 
294.07486,38.53989,     4-10521 ,  8110-12701 
11.238075,-12.482017, 3-106218370 ,  8659-12701 
176.326906753,49.649766383,    1-174952 ,  8989-12701 
30.223162,-1.1695252, 3-103225147 ,  8806-12701 
167.380590889,22.4280050325,    1-488469 ,  8449-12701 
85.185007,-12.228951,  53-1343452 ,  9676-12701 
59.4588,35.642598,  3-25603977 ,  8665-12701 
176.28291,34.311708, 3-119677033 ,  8799-12701 
115.479932675,31.4115350652,    1-121151 ,  8139-12701 
215.8745,49.840351, 3-149560224 ,  9668-12701 
329.28552,45.916782,  3-53864335 ,  8678-12701 
314.62179,56.424737,  3-19422821 ,  8677-12701 
291.09358,29.324482,  7-17593583 ,  9307-12701 
258.846945724,57.4328813495,     1-24145 ,  7991-12702 
48.292199,47.064623,  7-24108469 ,  8808-12702 
63.490541,27.061328,  3-32974083 ,  9258-12702 
83.34208,32.6998,     27-1469 ,  8045-12702 
216.82702,49.461968, 3-149685791 ,  9063-12702 
206.972769752,25.5670000174,    1-568615 ,  8443-12702 
313.33405,56.142099,  3-18594860 ,  9124-12702 
191.0465,-3.7372082, 3-109275386 ,  8929-12702 
221.98623,-7.8385581, 3-115541396 ,  8968-12702 
193.89657,41.86446,       4-820 ,  8098-12702 
203.809658755,25.5823074729,    1-457871 ,  8983-12702 
9.1515601,32.168015,  3-98435239 ,  8684-12702 
118.540695668,48.7088977665,    1-548221 ,  8567-12702 
118.05450372,28.7585095092,    1-556525 ,  8937-12702 
283.71854,17.51905,  3-28846167 ,  9004-12702 
115.87338,65.258719, 3-158878359 ,  9666-12702 
299.3002,44.619684,  7-18613130 ,  9080-12702 
191.03184,12.321621, 3-112901937 ,  8918-12702 
203.560641752,22.1827649627,    1-519381 ,  8311-12702 
222.94843,-7.4367244, 3-116121081 ,  8923-12702 
155.10729,40.22346,    1-254146 ,  8455-12702 
40.50414,38.26472,     4-15004 ,  8113-12702 
116.183816927,22.1601786657,    1-217637 ,  8726-12702 
93.76318,44.97603,       4-896 ,  8102-12702 
125.395022114,23.2066662157,    1-384038 ,  8939-12702 
243.623211686,41.580727492,    1-210578 ,  8979-12702 
120.700706482,45.0345535278,     1-44379 ,  8718-12702 
102.60722,25.04845,     27-1717 ,  8049-12702 
349.80719,52.354665,  3-66743807 ,  9303-12702 
74.52064,22.33368,     27-1627 ,  8047-12702 
164.410760825,41.0548595378,    1-277162 ,  8256-12702 
84.12824,0.032707314,  3-48500048 ,  9474-12702 
291.09012,37.039252,  3-13311202 ,  9133-12702 
83.093754,-7.667965,  7-26850254 ,  9659-12702 
12.66396,39.37946,     4-15421 ,  8114-12702 
290.83645,30.007025,  3-20123219 ,  9307-12702 
208.83763,33.470208, 3-138749111 ,  9683-12702 
212.535270188,53.6402843516,    1-245054 ,  8591-12702 
176.85225,33.733459,   7-8444057 ,  8816-12702 
205.59281,-0.20175,     4-21709 ,  8266-12702 
177.14002,1.48314,     27-1853 ,  8051-12702 
159.89314,38.690397, 3-136187595 ,  9516-12702 
312.86498,55.002841,  3-19419532 ,  9299-12702 
85.482023,-1.822494,  3-49529701 ,  8896-12702 
169.823700352,47.6483583246,    1-613949 ,  8946-12702 
313.93977,64.036967,  3-12256264 ,  8698-12702 
217.35007,49.660303, 3-149935878 ,  9006-12702 
146.991437311,32.9915460826,    1-389244 ,  8150-12702 
215.487486083,40.1958015241,    1-251764 ,  8335-12702 
60.100721,35.800575,  3-24641178 ,  8665-12702 
182.721537971,36.5457776875,    1-419536 ,  8554-12702 
239.68565,5.1563315, 3-138739015 ,  8634-12702 
234.60459264,48.0559143122,    1-209151 ,  8485-12702 
50.5361376247,-0.836264854962,    1-604048 ,  8084-12702 
240.05252,5.6660066, 3-139221877 ,  9807-12702 
194.638083543,27.3643678157,    1-456717 ,  9876-12702 
77.88797,48.528315,  7-26329237 ,  8705-12702 
247.591672626,40.9242421985,    1-135548 ,  8601-12702 
11.503938,42.129431,       52-24 ,  9678-12702 
260.555540079,54.3180746625,     1-25771 ,  9196-12702 
194.80098,27.897617,        50-4 ,  8480-12702 
179.64577,19.455811, 3-112133543 ,  8801-12702 
43.7904849573,-0.177861101978,    1-109152 ,  8154-12702 
138.55054,22.810939, 3-139927677 ,  8926-12702 
276.67104,3.5653796,  3-42866803 ,  9801-12702 
298.40131,18.825245,  7-18585696 ,  9975-12702 
226.934003529,46.6784437629,    1-198718 ,  9034-12702 
287.48126,46.61508,  7-17089087 ,  8672-12702 
122.791070381,45.6635696229,     1-45151 ,  9487-12702 
206.51092,-0.13400052, 3-113117901 ,  9685-12702 
182.37326,33.036607,       14-25 ,  7444-12702 
101.4838,-4.7735471, 3-143029659 ,  8907-12702 
315.85387762,10.8770313048,    1-113346 ,  7972-12702 
142.20646,47.92487, 3-149442432 ,  9692-12702 
227.12491,36.196762, 3-148660775 ,  9773-12702 
114.455928451,46.3976622911,    1-378164 ,  8134-12702 
260.581719132,59.0765343825,     1-25656 ,  8624-12702 
256.693741552,35.6581841036,    1-547131 ,  7957-12702 
232.8232,45.41654,    1-247456 ,  8551-12702 
342.92119,59.764973,  3-41509889 ,  8699-12702 
121.137535132,19.8512585074,    1-382980 ,  9490-12702 
261.278551148,56.878341432,     1-23877 ,  7990-12702 
38.346403,26.639398,  3-71682714 ,  8807-12702 
299.0887,27.604001,  3-35333284 ,  9118-12702 
332.238573881,11.8776065621,    1-114973 ,  7977-12702 
259.55248,57.184162, 3-160253295 ,  9007-12702 
82.272421,2.7729367,  3-46302139 ,  8906-12702 
164.35389,48.278514, 3-141477038 ,  9804-12702 
323.521211519,10.4218555682,    1-114129 ,  7975-12702 
126.5233084,21.6676316244,    1-605233 ,  9494-12702 
24.978111,31.570179,  3-82836458 ,  9291-12702 
245.870808901,24.5299883499,    1-295352 ,  9048-12702 
290.73969,38.414111,  3-11906206 ,  8560-12702 
259.240574906,57.479979764,     1-24172 ,  8625-12702 
167.329258624,43.8747567427,    1-256546 ,  8258-12702 
175.948649015,54.7074976278,    1-188218 ,  8995-12702 
110.888511167,41.4349068759,    1-377221 ,  8132-12702 
253.49677,11.782438, 3-148779349 ,  9680-12702 
237.304843731,55.0888339777,     1-91678 ,  8481-12702 
131.69123,11.831956,   7-4875343 ,  8974-12702 
292.18252,-0.088296014,  7-17776602 ,  9126-12702 
229.734961997,33.3645213285,    1-262907 ,  9039-12702 
109.47596,3.3450252, 3-143650854 ,  9530-12702 
222.981012263,46.7484117581,    1-576439 ,  9033-12702 
298.23877,46.540595,  3-13350545 ,  9023-12702 
41.255817,53.162912,  7-24037031 ,  8811-12702 
36.115539,61.637512,  7-23373345 ,  9245-12702 
141.539307103,49.3102016203,    1-155926 ,  8439-12702 
291.37552,1.006626,  7-17582864 ,  8694-12702 
246.869310993,38.8691083472,    1-211227 ,  8603-12702 
82.914746,10.063042,  7-26814209 ,  8882-12702 
118.906701145,42.7512435538,     1-43823 ,  8143-12702 
295.1759,10.73296,  7-18307985 ,  9294-12702 
137.562412054,44.6841342226,    1-137898 ,  8249-12702 
122.679954573,52.5219820689,    1-352130 ,  8716-12702 
120.814384478,30.7965108405,    1-201756 ,  8938-12702 
186.030703871,45.4344663737,    1-258760 ,  8263-12702 
177.14002,1.48314,     27-1853 ,  8052-12702 
82.716954,-5.738492,  7-26780430 ,  9533-12702 
190.70209,-2.6284908, 3-109409592 ,  9013-12702 
29.818922,-3.2243754, 3-103681350 ,  8806-12702 
260.12316,56.532262,  7-14688136 ,  9071-12702 
240.103442938,43.9343505678,    1-209744 ,  9031-12702 
288.8959,-1.9656312,  3-71448226 ,  9116-12702 
247.40326194,25.7655308338,    1-295449 ,  9047-12702 
140.359627792,43.1021548866,    1-217331 ,  8250-12702 
50.245414,-0.367683,    1-583411 ,  8083-12702 
247.688690721,39.1952321045,    1-211273 ,  8602-12702 
290.92161,29.941475,  7-17648532 ,  9306-12702 
182.983754904,45.7899295636,    1-258425 ,  8261-12702 
201.649438331,32.7609141514,    1-421777 ,  8444-12702 
216.75157,49.638852, 3-149810883 ,  9668-12702 
199.061490533,47.5993643925,    1-285052 ,  8319-12702 
332.10651,41.280703,  7-21722567 ,  8679-12702 
132.60904,11.955432,   7-4838744 ,  8972-12702 
150.7039,26.898515, 3-134070255 ,  9663-12702 
80.165276,24.034536,  3-15082120 ,  8774-12702 
26.626352,-18.952965, 3-105795077 ,  8660-12702 
205.80145,-0.450708,  7-10285818 ,  9684-12702 
53.767618,-0.058646183,  3-92055572 ,  9520-12702 
126.18661,-0.76676901,   7-4304097 ,  8795-12702 
122.238861621,26.6429539534,    1-218353 ,  8941-12702 
121.146375974,35.9977434187,    1-121612 ,  9485-12702 
273.07279,-5.0180877,  3-52525689 ,  9114-12702 
295.10517,42.917793,  7-18036378 , 10010-12702 
276.80981,2.8998569,  3-44057743 ,  9802-12702 
163.961727629,49.6781033346,    1-148652 ,  8999-12702 
142.53751,48.024142, 3-149316766 ,  9775-12702 
234.883330192,38.1637151167,    1-236745 ,  8315-12702 
119.609269043,27.1615475855,    1-164109 ,  8149-12702 
145.530849239,48.1548737786,    1-567187 ,  8252-12702 
290.73969,38.414111,  3-11906206 ,  8630-12702 
283.84271,-9.9879232,  7-16917776 ,  9800-12702 
246.654494422,39.1275427221,    1-210736 ,  8604-12702 
203.595697436,27.4613412409,    1-458124 ,  8984-12702 
288.0534,-1.9359216,  3-69871500 ,  9117-12702 
204.99108268,41.3380714808,    1-285916 ,  8331-12702 
54.8917856748,-0.511959862583,     1-38856 ,  8156-12702 
247.620045755,39.6260442554,    1-211082 ,  8550-12702 
166.403246668,46.173601726,    1-277521 ,  8257-12702 
243.24158,23.515998,  7-12811396 ,  8970-12702 
48.4384159113,-0.241460052673,     1-38101 ,  8082-12702 
236.389753136,30.1474062658,    1-264059 ,  9041-12702 
177.60797,19.063395,   7-8297438 ,  9019-12702 
99.22068,23.57541,     27-1650 ,  8048-12702 
132.017059326,54.0280227661,     1-47256 ,  8724-12702 
216.81919,57.23453, 3-152627636 ,  8964-12702 
139.74081873,1.14891710836,     1-54008 ,  9512-12702 
334.27141,49.979757,  3-52873843 ,  9466-12702 
80.728537,-1.675555,  7-26832384 ,  9478-12702 
166.26281,10.714924, 3-113126596 ,  9672-12702 
227.91655,0.88577575, 3-124814006 ,  9017-12702 
329.64222,46.105084,  3-53865792 ,  9261-12702 
116.519025614,39.886351746,     1-43139 ,  8713-12702 
249.587768862,40.8172085562,    1-634093 ,  8978-12702 
119.617127519,37.7866245591,     1-71872 ,  9181-12702 
81.525531,2.7559368,  3-47417550 ,  8905-12702 
305.4348,59.889887,  3-11150480 ,  8696-12702 
46.3732544874,-0.381932333858,     1-37822 ,  9193-12702 
133.685669869,57.4802503218,     1-48188 , 10001-12702 
193.688,41.89478,       4-501 ,  8264-12702 
177.75859,18.935806, 3-112500788 ,  8802-12702 
151.547771122,47.2950386608,    1-147537 ,  8453-12702 
287.99213,51.107785,  7-17154807 , 10008-12702 
156.044276918,47.5239549356,    1-147685 ,  8452-12702 
242.975066254,30.332783222,    1-633759 ,  9028-12702 
46.37337,-0.38194,    1-289729 ,  9194-12702 
259.194419275,26.481300866,    1-178265 ,  7962-12702 
257.833634661,32.8743302139,    1-177745 ,  7958-12702 
177.91118,19.079064,   7-8308256 ,  9018-12702 
243.08296,23.326299, 3-149678234 ,  8969-12702 
258.56357,-25.319826, 3-125275478 ,  8556-12702 
313.26059,56.099432,  3-18594665 ,  9298-12702 
203.85303,38.09515,    1-402422 ,  8330-12702 
75.66612,21.68411,     27-1619 ,  8046-12702 
236.558432622,44.964591611,    1-247911 ,  9035-12702 
296.39747,50.118882,  7-18007762 ,  9861-12702 
126.19461,0.156507,   7-4223945 ,  8924-12702 
50.383349,19.016638,  3-66257646 ,  8685-12702 
253.946381525,39.3105364276,     1-96075 ,  8612-12702 
51.0944329463,0.113892685771,    1-604062 ,  8085-12702 
347.96837,41.837352,  7-22767494 ,  8687-12702 
81.881645,10.793855,  3-32458583 ,  8887-12702 
126.610961843,20.7981348068,    1-384128 ,  9488-12702 
122.240261573,50.0162986148,    1-351719 ,  8720-12702 
194.442339202,27.7570477124,    1-456865 ,  8932-12702 
156.169798969,36.0075263836,    1-392691 ,  8943-12702 
290.47954,37.274133,  3-12454116 ,  9132-12702 
112.71573,4.577309,   7-2493314 ,  9531-12702 
291.62759,37.52879,     4-11104 ,  8111-12702 
